produto;categoria;usuario;data_comentario;recomendacao;resumo;descricao
Microsoft Xbox One com Kinect 500 GB;"console-de-videogame
";Gustavo Zorzi;02/08/2013;Recomendo este produto;The real number one.;"simplesmente o melhor videogame da nova geração com gráficos exuberantes, uma grande variedade de jogos que vão estar disponíveis para o videogame, diversão para toda família com o kinect, o controle no mesmo estilo do xbox 360 porem com modificações que tornam ele o melhor controle do mercado; o videogame pode se transformar num super media center para sua sala com possibilidade de acesso ao netflix, compra de musicas e filmes da loja da microsoft, possibilidade de vídeo chamadas via skype, ele também conta com um recurso que não devera estar disponível em todas regiões para assistir TV paga conectando a antena no console, ele também pode executar duas tarefas ao mesmo tempo dividindo a tela, tem controle por gestos e comandos de voz que devem ser feitos na frente do kinect, todos jogos podem ser comprados e baixados da xbox live e também jogos comprados em mídia física serão instalados antes de rodar assim não é necessário o CD para jogar, tem possibilidade de conexão de HD externo e ele ainda vem com uma versão adaptada do windows 8.

não da pra contrariar que o xbox one é o melhor videogame, por todos motivos citados acima que tornam ele top de linha, com inúmeras funções que o transforma num videogame tudo em um, com  possibilidade de: jogar jogos, ouvir musica, usar como mídia center, ver TV, navegar na web, conversar no skype e também a possibilidade de no PC usando o windows media center transmitir conteúdo para ele pela função extender, etc.(da um banho no ps4)"
Microsoft Xbox One com Kinect 500 GB;"console-de-videogame
";marcio lima;19/05/2014;Recomendo este produto;nota 1000;"A principal tela da sua casa

A experiência customizada do Xbox One começa em 
Casa. A partir do momento em que você diz “Xbox On,” você será instantaneamente reconhecido
e recebido por uma “Home screen” personalizada com todos os seus jogos favoritos, aplicativos, e conteúdo.
Você pode marcar seus filmes, músicas e muito mais
para acessar rapidamente, assim, tudo o que você ama estará bem onde você deixar.
e tem mais,Sempre pronto.

Xbox One foi criado para o estilo de vida de 
hoje. Ele “acorda” logo quando você diz, 
“Xbox On,” e até liga sua TV. Downloads 
e updates acontecem em Segundo plano, assim você pode aproveitar ainda mais. E quando você precisar pausar, seus jogos são interrompidos bem onde você os deixou, para você voltar e continuar.
A nova maneira de assistir televisão.

Conecte seu cabo no Xbox One e assista todos os seus programas de TV 
favoritos, diretamente pelo seu console.1 Todos os seus canais favoritos. Todos os seus programas favoritos 
Tudo através do som da sua voz. Você pode também criar seu canal personalizado 
marcando os programas e aplicativos que você mais assiste. Já se foram os dias que se precisava 
trocar os “inputs” para assistir TVAd by save net ou um filme. Xbox One faz tudo isso.
te quero muito sou viciado em games da microsoft,abraço a todos ai galera!"
Microsoft Xbox One com Kinect 500 GB;"console-de-videogame
";CelÃ§o Bento;25/07/2014;Recomendo este produto;Vale a pena;"Estava  olhando o PS4 , mas depois parei para pensar. 

O  Xbox,  alem de ser um bela  maquina da jogos oferece uma experiencia a mais. Até minha esposa gostou.  Jogos no kinect , comando de voz ,  navegador de Internet , muitos aplicativos, enfim o sistema é mais parrudo que o da sony...

Outro fato que pesou bastante é que  Xbox tem bem mais jogos de qualidade e exclusivos  lançados e para lançar que o PS4.

Na pratica, os jogos multiplataformas(alguns)  tem resolução um pouco maior no PS4 , mas isso não incomoda tanto . Pra esses jogos é melhor mesmo é ir de PC  ,que alem de ter mais resolução que os 2 , os jogos são mais baratos.

Comprei e estou bastante satisfeito ."
Microsoft Xbox One com Kinect 500 GB;"console-de-videogame
";patrick;10/06/2014;Recomendo este produto;O xbox one;"o xbox one e um produto muito bom ele serve para entrar na internet mais o grafico dele e muito bom tambem.O Xbox One é uma consola de videojogos produzido pela Microsoft, o terceiro da empresa desde o lançamento do Xbox, e é introduzido no mercado oito anos após o lançamento do Xbox 360. O Xbox One apresenta jogos com gráficos de alta definição superiores aos vistos no seu antecessor e similares aos apresentados pelo concorrente PlayStation 4.8

O Xbox One foi anunciado no dia 21 de maio de 2013, apresentado ao público pelo presidente de negócios de entretenimento interativo da Microsoft, Don Mattrick, em um evento chamado Xbox Reveal, como o sucessor do Xbox 360. Ele irá competir contra o Nintendo Wii U e o PlayStation 49 . O console não terá retrocompatibilidade com jogos de seu antecessor.

Seu lançado oficial foi feito em novembro de 2013 custando US$ 499,00 (€ 499,00 ou R$ 2.199,00). 10

O Xbox One não tem bloqueio para jogos usados. E também não obriga o aparelho a estar sempre conectado na internet ou realizar uma checagem on-line a cada 24 horas, conforme informado nas primeiras apresentações do mesmo. A conexão on-line do Xbox One será usada apenas uma vez para configurar o console quando ele é configurado pela primeira vez na casa do usuário. Os jogos, tanto digitais quanto em caixa, funcionam como ocorre no Xbox 360 atualmente, sem a exigência de uma conexão com a internet, ou seja, totalmente off-line.

É o console da nova geração mais vendido do Brasil , sendo q"
Microsoft Xbox One com Kinect 500 GB;"console-de-videogame
";e-bit;22/05/2014;Recomendo este produto;Aparelho multifunção;"Excelente produto! Não sou um gamer profissional nem fan boy de nenhuma marca. Escolhi o Xbox One após muitas comparações com o PS4 para decidir qual comprar. Os 2 são tops, o PS4 possui vantagem de hardware. Porem para mim importava mais a conectividade com outros equipamentos, o preço e o Kinect que já vem junto. Ainda existem poucos títulos e quase nenhum ainda o utiliza, mas há um potencial interessante para este acessório. 
O equipamento é um monstro: grande, pesado, com acessórios idem. Mas melhor assim do que ser compacto demais e ter problemas de ventilação,  superaquecimento, etc.
Como principal ponto contra acho que a necessidade de ser assinante Gold da Live para acessar serviços como Netflix e outros. O controle também já deveria vir com bateria recarregável."
Microsoft Xbox One com Kinect 500 GB;"console-de-videogame
";Isaque Souza;09/07/2013;Recomendo este produto;xbox one é a diversão que procuramos.;"eu tenho um xbox 360, ele é muito bom, consigo conectar ele com meu celular computador e outros, e seus jogos são excelentes , em termos de gráficos, desempenho e compatibilidade. com ele consigo jogar online com meus amigos, me divirto com minha família e posso sempre estar conectado nas redes sociais. e eu creio o o xbox one é muito melhor que o antigo em relação a tudo nele, até na aparência ela é ganha, eu quero muito este xbox one. eu recomendo o xbox one para todos que gastam de jogos, por sua extraordinária tecnologia e desempenho em jogos online e só por diversão mesmo, a conectividade entre contatos é excelente, com ele podemos conversar online e jogar o dia inteiro, fazer downloads de jogos musicas ver videos, tudo através do xbox. bom esse é o resumo do que acho. ;)"
Microsoft Xbox One com Kinect 500 GB;"console-de-videogame
";João Edivan;26/06/2013;Recomendo este produto;Variedades de conteúdos e funções.;Ótimo console, contendo vastas opções compartilha conteúdos online e interações com outros jogadores, a jogabilidade do aparelho fornece uma experiencia sul-real com o jogador e o kinect, esse produto oferece uma boa plataforma, mas merece mais variações de jogos.
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;22/09/2015;Recomendo este produto;Muito Bom;"O produto chegou rápido e em segurança. Apesar da utilização do aparelho ser um pouco mais complicada que seu concorrente, com menus mais ""escondidos"" dentro de outros menus, com o tempo a gente se acostuma. Vale a pena pelo HD com 500 GB que cabe muita coisa."
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;16/06/2015;Recomendo este produto;produto de ótima qualidade;com ele posso desfrutar a diversão com a familia
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;25/08/2015;Recomendo este produto;muito bom;satisfeito
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;30/11/2015;Recomendo este produto;produto super legal;diversão garantida e jogos rodando muito bem
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;12/06/2015;Recomendo este produto;produto muito bom;gostei muito principalmente o formato do controle
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";Master;29/11/2015;Recomendo este produto;Aparelho Espetacular;Ótimos gráficos, variedade de jogos boa, uma boa resistência do aparelho e ainda elegante, diversão para toda a família e ótimo custo-benefício. Seu único ponto negativo ao meu ver é o seu controle um pouco confuso  (particularmente não consigo a me adaptar e este controle).
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";marcelo;29/08/2015;Recomendo este produto;Otimo game, gráficos excelentes e otima jogabilidade.;Simplesmente, excelente.
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";Anna Giulia;26/07/2015;Recomendo este produto;eu adoro o xbox 360;ele é muito bom eu quero comprar um por isso eu escolhi o buscapé um site que tem os melhores preços
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";Marcos;08/10/2015;Recomendo este produto;Muito Boa;Muito boa gostei demais do produto
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;02/08/2016;Recomendo este produto;excelente;Boa
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";maio;11/04/2016;Recomendo este produto;otimo;oTIMA
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;31/03/2016;Recomendo este produto;Ótima diversão;minhas filhas estão aproveitando bastante
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";alvaro felix;10/03/2016;Recomendo este produto;EXBOX;amei o produto
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;03/11/2015;Recomendo este produto;XBox 360 boa opção, mas poucos jogos infatis;O console é muito bom, os controles são resistentes, acho o preço dos jogos alto e existem poucas opções para crianças pequenas.
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";leonardufb;24/02/2016;Recomendo este produto;Destravamento;Por ser um modelo muito novo, torna o destravamento raro e com isso muito caro
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;04/01/2017;Recomendo este produto;ótimo produto;Muito divertido
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;04/01/2017;Recomendo este produto;Otimo produto;muito divertido
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;03/01/2017;Recomendo este produto;Ótimo produto;Foi uma ótima compra com um produtor de boa qualidade e por um bom preço e loja foi bem onesta atendeu todas minhas dúvidas.
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;02/01/2017;Recomendo este produto;Produto de Boa Qualidade;O produto chegou ok, com agilidade na entrega. Ganhou um cliente. Para quem estiver com medo, pode comprar sem medo, eu recomendo. Produto de boa qualidade e preço ótimo.
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;22/12/2016;Recomendo este produto;Produto Bom;boa
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";Luís Felipe Carvalho;21/12/2016;Recomendo este produto;ES-PE-TA-***-LAR;ES-PE-TA-***-LAR
Microsoft Xbox 360 Slim 500 GB;"console-de-videogame
";e-bit;13/12/2016;Recomendo este produto;Ótimo aparelho, porém.;É um ótimo aparelho porém vem apenas um controle, acho que deveria vir dois pois ninguém gosta de jogar sozinho, todo filho tem aquele coleguinha que também quer jogar
Microsoft Xbox 360 Slim 4 GB;"console-de-videogame
";Vinícius Chaves;03/10/2012;Recomendo este produto;Duvidas sobre Xbox 360;"Os menores preços são de produtos importados, e por serem de ótimo alcance financeiro. Muitas as pessoas compram sem saber que todos os produtos importados estão sujeitos ao imposto de importação que é cobrado pela Receita Federal. Mas ainda continua sendo a melhor opção até agora. Difícil é comprar um jogo original que custa caro.
 Mas vale a pena ter esse console só pela jogabilidade e diversão que leva pra você.


O que gostei: Jogos exclusivos maravilhosos, ótimo custo benefícios, gráficos incríveis, Kinect com jogos de esportes e aventuras, integração com MSN e Facebook e atualizações livres na Xbox Live.

 O que não gostei: Para jogar on-line e necessário pagar uma taxa, se você quiser boa qualidade e maior vida útil da máquina deve comprar jogos originais, dá para destravar e não dá pra jogar com jogos piratas on-line ou será banido da Xbox Live."
Microsoft Xbox 360 Slim 4 GB;"console-de-videogame
";Glauco Valeriano de Abreu;30/04/2013;Recomendo este produto;O Xbox 360 foi o primeiro console da 7ª geração de videogames. De fato é um console incrível, com variedade de jogos e diversão garantida.;"O Xbox 360 foi o primeiro console da 7ª geração de videogames. De fato é um console incrível, com variedade de jogos e diversão garantida. 

Sem dúvida o diferencial do Xbox 360 é o Kinect. Por esse motivo, numa análise de custo-benefício, a versão Xbox Slim com Kinect e 250gb é a melhor. É claro que essa versão é a mais cara, mas há uma diversidade de lojas na internet e quase sempre há pelo menos uma dessas com preço razoável. 

Embora o Xbox 360 seja um grande console, há certos cuidados que devem ser observados. 
Primeiramente vale ressaltar que a Fonte não é Bivolt, ou seja, a Tensão/Voltagem é apenas 110V. Então se você reside em uma região onde a Tensão é 220V, CUIDADO! Você terá que adquirir uma Fonte Bivolt adquirida separadamente (nesse caso basta fazer uma busca no www.bondfaro.com.br para adquirir a fonte bivolt). Pessoalmente eu não aconselho que você compre um estabilizador bivolt. Por quê? Pois embora você saiba que seu videogame deva ser conectado somente no estabilizador, alguém da sua casa pode erroneamente acabar conectando seu console diretamente na tomada, causando, consequentemente, danos ao seu XBOX (eu já passei por essa situação).
Outro problema está relacionado com a resistência do seu Xbox 360. As primeiras versões do Xbox 360 tiveram vários problemas. Então, ao comprar seu console, certifique-se que este seja a versão mais recente. A versão que eu tenho não é a Slim e ele deu muita dor de cabeça, por isso recomendo comprar a versão Slim."
Microsoft Xbox 360 Slim 4 GB;"console-de-videogame
";WILSON  R. CASTRO JR.;25/10/2012;Recomendo este produto;XBOX 360 é Incrível !!!;"Os gráficos, cenários, jogabilidade, realismo, são impressionantes é o melhor console que já inventaram ao contrário do PS3 que preferiu gráficos favorecendo o brilho nos jogos tornando alguns detalhes imperceptíveis, pois nos cenários as imagens mais afastadas são escuras e se o  ambiente do jogo for escuro ex: noite, prejudica ainda mais a visibilidade dos detalhes, o que não acontece no XBOX 360 onde você pode deslumbrar um cenário riquíssimo em detalhes que lhe proporcionam uma sensação ímpar, o realismo é incrivél ex: battlefield bad company 2 onde as plantas se movimentam quando o personagem toca nelas, assim como na vida real, ainda tem a sombra projetada por elas de acordo com a iluminação que recebem, têm ambientes com chuva e mesmo ambientes noturnos têm gráficos e visibilidade excelentes, um outro ex: Red Dead Redemption alguns parentes e amigos perguntaram se realmente era um jogo ou se era um filme devido o fato da paisagem e animais parecerem reais, jogar XBOX 360 está entre as coisas que deve se fazer pelo menos uma vez na vida, mesmo quem não joga se impressiona só de assistir e ainda tem o Knect que proporcina muita diversão com toda família, adultos e crianças podem jogar juntos, faz bem ao relacinamento com os filhos, a saúde por se exercitar muito e se exercita pode ter certeza e porporciona ainda a perda de muitas calorias. 

O que gostei:  Gráficos
Cenários
Jogabilidade
Realismo
Entretenimento de alta qualidade
Custo Benefício

 O que não gostei:  Nada Contra."
Microsoft Xbox 360 Slim 4 GB;"console-de-videogame
";Chris;02/01/2011;Recomendo este produto;Um bom produto;"Um produto muito bom que atende as expectativas esperadas.

O que gostei: Concerteza o game xbox 360 arcade slim tem muito a render , ele além de ter graficos impresionantes , varias series de games como banjo kazooie e naruto estão presentes ´e isso o torna realmente um console fascinante , concerteza podendo der comparado de igual para igual com o playstation 3 . 

 O que não gostei: Bom este produto tem muitas coisas a seu favor , mas porem tem alguns erros e pontos negativos que o fazem perder um pouco sua média , mais ainda sim eu acho que é um bom produto"
